0.129749,0.328704,0.0595062,3
0.393556,0.364984,0.0425044,5
0.202356,-0.184243,0.0595062,5
-0.15049,-0.440318,0.0425044,3
-0.23718,-0.00369448,0.0595062,6
0.372323,-0.0570989,0.0425044,4
-0.146489,0.391594,0.0595062,6
-0.139023,0.0956619,0.0425044,5
-0.231351,0.474944,0.0595062,3
-0.316337,0.319372,0.0425044,4
-0.00510717,0.318086,0.0595062,5
0.0145633,0.0869208,0.0425044,3
0.220579,0.158055,0.0595062,6
0.0628912,0.242276,0.0425044,3
-0.335039,-0.0712668,0.0595062,3
-0.244515,0.364427,0.0425044,4
-0.301039,-0.428659,0.0595062,5
-0.21108,-0.380767,0.0425044,4
-0.301449,-0.185381,0.0595062,5
0.447976,-0.0956624,0.0425044,4
0.166838,0.459418,0.0595062,4
-0.313255,0.414153,0.0425044,4
0.185604,-0.30201,0.0595062,4
-0.105063,0.298386,0.0425044,4
0.0920171,-0.22859,0.0595062,5
-0.332754,0.154488,0.0425044,4
-0.487248,0.184983,0.0595062,4
0.145465,-0.395629,0.0425044,4
0.054242,-0.1159,0.0595062,5
-0.064268,0.0557876,0.0425044,5
-0.151834,0.196815,0.0595062,4
-0.189914,0.299369,0.0425044,4
0.42906,0.269413,0.0595062,5
-0.398178,0.100486,0.0425044,3
0.23523,-0.443506,0.0595062,5
0.354863,0.0357728,0.0425044,4
-0.453925,-0.0683117,0.0595062,5
-0.482568,-0.166135,0.0425044,4
0.419097,-0.193171,0.0595062,5
0.0102532,0.175682,0.0425044,4
0.413738,0.464755,0.0595062,4
-0.320815,0.0546824,0.0425044,3
0.274877,-0.0273063,0.0595062,5
0.478243,0.361339,0.0425044,3
-0.394739,-0.2592,0.0595062,3
-0.471941,0.292756,0.0425044,4
0.236315,0.275899,0.0595062,6
-0.198092,-0.18083,0.0425044,0
0.0585409,-0.342623,0.0595062,4
-0.141847,-0.331557,0.0425044,3
0.103838,0.135765,0.0595062,5
-0.160378,-0.0707612,0.0425044,4
0.312784,-0.139899,0.0595062,5
0.279275,0.0746366,0.0425044,3
0.330457,0.203108,0.0595062,5
-0.108093,0.486053,0.0425044,3
-0.383493,0.242777,0.0595062,5
-0.0669336,0.140595,0.0425044,4
-0.230205,-0.280608,0.0595062,5
-0.481282,0.0832714,0.0425044,3
0.181401,0.0459096,0.0595062,6
-0.237851,-0.10568,0.0425044,3
0.164513,-0.071641,0.0595062,4
-0.0553702,0.229472,0.0425044,4
-0.0940782,-0.148185,0.0595062,4
0.227197,0.377369,0.0425044,3
-0.492169,-0.46259,0.0595062,6
-0.136246,0.0107057,0.0425044,4
-0.404952,0.369552,0.0595062,5
-0.136786,-0.240514,0.0425044,3
-0.384662,0.486788,0.0595062,4
0.391986,-0.291175,0.0425044,4
0.0708872,0.00190666,0.0595062,4
-0.398458,-0.153912,0.0425044,3
0.05457,0.420794,0.0595062,5
0.410296,-0.433382,0.0425044,3
-0.0483676,-0.290916,0.0595062,5
0.31158,0.386996,0.0425044,4
-0.0531869,-0.409753,0.0595062,3
-0.481948,0.436212,0.0425044,3
-0.0393798,-0.0427735,0.0595062,4
-0.49625,-0.249961,0.0425044,4
0.476284,-0.348088,0.0595062,4
0.268817,0.460306,0.0425044,3
0.295877,-0.257531,0.0595062,5
-0.00541725,-0.198515,0.0425044,4
-0.408705,-0.378074,0.0595062,4
-0.0467133,0.411137,0.0425044,4
0.414131,0.11865,0.0595062,4
0.146521,0.228151,0.0425044,5
0.0674861,-0.46113,0.0595062,4
0.332692,-0.473419,0.0425044,3
-0.265456,0.231085,0.0595062,6
0.33369,0.304994,0.0425044,5
0.452383,0.006038,0.0595062,5
-0.319918,-0.328459,0.0425044,4
-0.238831,0.115219,0.0595062,5
-0.02339,0.492761,0.0425044,4
0.32951,-0.371485,0.0595062,5
-0.39618,0.0155847,0.0425044,3
